,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球
2831,05112,04,12,22,28,29,30,16
2832,05111,03,07,15,16,19,29,09
2833,05110,07,10,16,19,24,25,09
2834,05109,03,05,13,15,17,31,04
2835,05108,03,10,12,24,29,30,06
2836,05107,09,10,20,24,25,26,11
2837,05106,01,11,13,24,26,31,13
2838,05105,04,15,23,30,32,33,03
2839,05104,02,04,21,23,30,33,09
2840,05103,04,07,16,18,23,30,07
2841,05102,02,05,06,14,24,31,12
2842,05101,09,16,19,21,22,24,12
2843,05100,02,04,09,14,16,31,03
2844,05099,10,13,16,22,24,31,09
2845,05098,12,15,19,22,31,33,01
2846,05097,05,10,23,27,28,30,15
2847,05096,04,05,17,18,26,33,04
2848,05095,09,12,18,21,28,29,05
2849,05094,03,05,09,23,27,33,03
2850,05093,04,06,17,23,25,29,14
2851,05092,08,13,19,26,28,31,10
2852,05091,01,11,12,15,26,27,13
2853,05090,01,09,21,25,29,32,03
2854,05089,05,19,20,23,26,31,12
2855,05088,01,03,07,18,20,24,07
2856,05087,08,09,15,16,23,26,08
2857,05086,07,11,12,24,27,29,12
2858,05085,08,09,13,14,20,22,12
2859,05084,01,02,07,15,19,20,03
2860,05083,03,05,09,14,16,30,13
2861,05082,01,07,11,14,19,20,12
2862,05081,02,04,10,12,26,30,03
2863,05080,01,12,14,26,27,32,16
2864,05079,03,09,20,24,25,28,05
2865,05078,03,11,15,20,26,32,11
2866,05077,08,17,22,24,32,33,16
2867,05076,04,09,11,22,25,28,13
2868,05075,11,13,14,16,18,31,14
2869,05074,06,09,18,20,26,29,09
2870,05073,01,06,08,09,18,20,01
2871,05072,06,10,19,20,24,33,11
2872,05071,04,08,12,14,16,22,10
2873,05070,03,04,08,14,16,26,04
2874,05069,07,09,21,24,31,33,12
2875,05068,01,08,10,13,25,33,13
2876,05067,03,12,16,20,21,26,16
2877,05066,02,04,10,11,25,28,05
2878,05065,12,16,17,21,22,23,16
2879,05064,10,18,23,27,30,32,08
2880,05063,02,11,13,18,22,30,04
2881,05062,02,07,11,12,20,23,07
2882,05061,05,09,14,21,23,24,01
2883,05060,09,12,21,25,31,33,13
2884,05059,07,11,14,18,24,29,07
2885,05058,04,06,10,21,25,26,10
2886,05057,05,06,10,15,30,31,13
2887,05056,12,17,19,27,29,31,09
2888,05055,05,20,22,30,32,33,09
2889,05054,05,13,17,18,21,29,14
2890,05053,04,07,10,14,27,29,09
2891,05052,01,02,14,17,30,32,01
2892,05051,03,06,14,19,20,21,02
2893,05050,02,09,12,20,26,32,13
2894,05049,02,03,08,10,25,27,12
2895,05048,06,07,08,10,16,28,02
2896,05047,02,03,05,07,08,27,15
2897,05046,09,16,18,20,22,24,05
2898,05045,01,07,10,15,18,20,10
2899,05044,01,06,16,17,18,22,09
2900,05043,04,05,06,07,08,32,05
2901,05042,11,16,21,26,27,30,15
2902,05041,02,11,16,23,24,29,03
2903,05040,01,12,21,24,30,32,13
2904,05039,02,16,18,19,21,29,09
2905,05038,04,07,11,20,27,28,16
2906,05037,07,12,14,22,24,32,16
2907,05036,12,19,20,21,26,31,15
2908,05035,12,16,21,28,29,30,14
2909,05034,05,17,18,25,28,32,09
2910,05033,07,08,12,14,19,20,07
2911,05032,05,15,19,20,25,29,03
2912,05031,04,10,16,20,23,32,07
2913,05030,01,05,09,14,22,28,05
2914,05029,02,14,21,22,27,30,14
2915,05028,04,09,22,25,26,32,10
2916,05027,01,03,04,06,21,32,15
2917,05026,06,12,14,20,25,26,07
2918,05025,01,07,10,11,13,32,07
2919,05024,05,09,14,27,31,32,13
2920,05023,10,15,19,20,21,25,12
2921,05022,08,10,12,21,32,33,04
2922,05021,02,06,24,26,30,31,16
2923,05020,14,16,19,20,25,29,05
2924,05019,06,11,12,13,19,22,08
2925,05018,01,03,06,22,23,25,06
2926,05017,02,06,10,25,27,31,03
2927,05016,01,05,06,12,16,30,15
2928,05015,04,08,09,16,17,29,15
2929,05014,13,19,21,23,30,32,05
2930,05013,07,08,16,19,20,24,06
2931,05012,02,03,06,16,22,31,05
2932,05011,09,11,13,15,22,30,15
2933,05010,08,10,11,18,25,26,01
2934,05009,02,17,22,27,29,31,14
2935,05008,11,19,22,27,32,33,11
2936,05007,07,15,17,20,23,33,15
2937,05006,02,04,05,15,21,31,16
2938,05005,05,09,20,26,28,33,15
2939,05004,01,04,08,09,22,23,03
2940,05003,09,12,15,19,22,31,16
2941,05002,06,09,20,26,28,33,14
2942,05001,01,07,08,23,27,28,14
2943,04122,03,11,14,22,24,31,15
2944,04121,07,13,16,18,30,32,10
2945,04120,07,08,18,21,27,32,10
2946,04119,06,09,18,20,25,33,06
2947,04118,03,04,07,12,30,31,15
2948,04117,01,03,07,14,24,25,07
2949,04116,01,03,05,08,14,33,03
2950,04115,02,16,20,30,31,33,01
2951,04114,01,06,09,17,21,22,01
2952,04113,08,10,23,25,31,32,07
2953,04112,09,13,15,21,26,33,06
2954,04111,11,16,18,20,26,31,02
2955,04110,14,19,20,21,22,31,11
2956,04109,06,08,10,17,30,31,14
2957,04108,08,13,14,27,28,31,12
2958,04107,01,08,12,13,18,20,07
2959,04106,10,15,23,26,28,29,12
2960,04105,07,09,10,21,23,30,12
2961,04104,07,11,17,18,24,29,05
2962,04103,02,03,05,09,16,21,02
2963,04102,03,09,12,15,28,32,01
2964,04101,02,09,14,19,25,26,15
2965,04100,06,08,09,14,24,33,15
2966,04099,05,10,21,22,26,33,02
2967,04098,03,12,13,25,26,31,03
2968,04097,10,19,20,26,29,31,14
2969,04096,01,04,12,16,20,30,15
2970,04095,19,22,27,28,30,32,01
2971,04094,05,09,10,13,24,25,08
2972,04093,11,14,20,27,32,33,05
2973,04092,01,04,08,13,28,31,02
2974,04091,09,13,14,21,30,33,01
2975,04090,01,18,20,24,32,33,12
2976,04089,14,17,20,25,28,30,14
2977,04088,02,10,19,22,24,32,14
2978,04087,01,03,07,08,25,26,14
2979,04086,10,13,18,19,25,27,01
2980,04085,03,08,11,29,30,32,01
2981,04084,01,04,08,11,21,25,14
2982,04083,14,16,27,28,30,33,06
2983,04082,03,20,24,27,29,30,15
2984,04081,03,05,21,24,27,32,06
2985,04080,03,08,20,23,24,26,16
2986,04079,07,13,14,17,19,30,03
2987,04078,04,05,10,21,24,26,05
2988,04077,08,09,10,14,16,26,07
2989,04076,03,05,13,17,25,31,07
2990,04075,07,18,21,26,27,28,07
2991,04074,05,06,15,19,26,29,13
2992,04073,02,07,13,16,23,28,16
2993,04072,08,15,18,28,30,33,14
2994,04071,03,08,16,17,21,29,06
2995,04070,10,12,21,22,30,33,06
2996,04069,02,11,15,20,22,29,05
2997,04068,02,08,11,13,24,31,15
2998,04067,01,06,07,13,16,32,04
2999,04066,05,13,20,23,24,25,03
3000,04065,13,14,27,29,32,33,08
3001,04064,14,15,18,20,27,31,04
3002,04063,07,10,13,16,27,28,07
3003,04062,01,12,25,27,28,29,13
3004,04061,13,16,19,20,23,33,09
3005,04060,03,05,11,24,27,28,15
3006,04059,04,07,11,19,23,26,10
3007,04058,01,08,11,12,27,31,12
3008,04057,05,21,23,25,28,32,04
3009,04056,01,20,21,25,29,30,02
3010,04055,06,08,19,25,29,32,07
3011,04054,09,11,14,16,27,28,11
3012,04053,02,03,04,09,24,25,02
3013,04052,01,12,14,15,17,29,09
3014,04051,02,03,09,10,15,29,11
3015,04050,06,07,19,21,25,29,02
3016,04049,11,12,14,16,25,29,09
3017,04048,08,09,11,16,17,29,09
3018,04047,01,07,08,11,27,31,06
3019,04046,07,15,16,22,23,32,14
3020,04045,01,12,18,26,27,28,13
3021,04044,02,06,07,12,31,32,05
3022,04043,04,09,10,21,22,24,10
3023,04042,06,10,13,17,18,21,02
3024,04041,08,10,17,22,25,29,14
3025,04040,07,17,19,20,21,29,11
3026,04039,10,16,18,25,26,29,03
3027,04038,11,16,17,25,28,29,07
3028,04037,03,04,11,17,20,26,05
3029,04036,02,13,17,18,26,30,01
3030,04035,02,08,26,27,30,32,16
3031,04034,02,07,13,20,27,30,14
3032,04033,01,04,08,09,19,20,01
3033,04032,02,05,08,11,15,31,13
3034,04031,03,06,19,20,21,24,11
3035,04030,01,07,09,17,26,31,05
3036,04029,09,13,20,22,24,32,05
3037,04028,01,02,03,05,10,22,12
3038,04027,01,05,09,10,18,32,11
3039,04026,04,10,14,18,28,32,15
3040,04025,07,08,10,24,29,33,04
3041,04024,01,13,21,23,25,32,06
3042,04023,01,08,14,17,19,30,03
3043,04022,03,10,14,19,20,30,06
3044,04021,05,09,11,17,26,27,10
3045,04020,01,02,09,22,28,31,04
3046,04019,05,10,11,23,24,32,04
3047,04018,02,05,06,08,28,30,06
3048,04017,05,12,14,15,25,31,09
3049,04016,04,07,08,28,30,32,05
3050,04015,01,03,05,18,22,23,13
3051,04014,03,07,11,17,20,26,12
3052,04013,12,14,21,29,30,32,13
3053,04012,01,07,27,30,31,33,08
3054,04011,01,04,13,23,28,30,03
3055,04010,06,07,08,13,14,19,15
3056,04009,01,09,10,16,22,24,11
3057,04008,01,07,10,22,32,33,13
3058,04007,04,12,17,20,25,28,09
3059,04006,04,12,18,20,23,32,06
3060,04005,09,11,13,16,17,18,07
3061,04004,10,19,22,23,25,29,09
3062,04003,03,05,06,17,26,33,08
3063,04002,10,12,18,22,30,31,11
3064,04001,01,02,03,07,10,25,07
3065,03089,18,19,21,26,27,33,16
3066,03088,03,10,21,22,24,33,12
3067,03087,02,03,04,05,24,28,13
3068,03086,05,12,16,18,26,30,13
3069,03085,01,04,11,12,19,27,14
3070,03084,02,06,07,10,17,33,03
3071,03083,01,03,14,18,26,28,01
3072,03082,07,17,18,19,30,31,14
3073,03081,01,02,14,26,29,30,07
3074,03080,09,20,24,25,28,30,10
3075,03079,12,15,22,23,26,31,04
3076,03078,07,12,23,26,29,30,11
3077,03077,04,12,16,22,24,25,06
3078,03076,01,13,16,18,20,29,02
3079,03075,16,17,19,22,31,33,11
3080,03074,02,12,19,22,27,32,01
3081,03073,02,12,14,21,23,30,13
3082,03072,03,06,08,11,19,27,11
3083,03071,09,11,12,14,15,33,11
3084,03070,01,02,04,17,18,19,08
3085,03069,07,11,16,19,26,28,11
3086,03068,09,19,25,27,32,33,11
3087,03067,05,11,12,13,27,31,10
3088,03066,03,07,08,20,24,32,14
3089,03065,06,15,16,17,30,33,11
3090,03064,04,06,08,12,15,30,01
3091,03063,05,08,09,14,21,33,11
3092,03062,01,06,12,19,20,32,14
3093,03061,03,05,20,21,28,32,02
3094,03060,02,04,06,17,21,28,11
3095,03059,02,03,05,06,18,30,04
3096,03058,09,11,16,28,32,33,02
3097,03057,18,19,24,25,30,31,16
3098,03056,08,17,21,26,28,29,07
3099,03055,06,13,16,21,28,31,16
3100,03054,02,05,09,21,31,33,12
3101,03053,15,19,20,21,28,29,13
3102,03052,01,12,13,23,30,31,11
3103,03051,04,13,15,17,24,27,01
3104,03050,02,08,17,23,24,26,13
3105,03049,03,06,07,13,24,25,15
3106,03048,10,12,20,28,30,31,09
3107,03047,03,17,26,28,32,33,16
3108,03046,07,08,10,11,17,26,11
3109,03045,03,07,14,15,17,32,03
3110,03044,02,05,09,16,32,33,15
3111,03043,02,08,10,19,20,32,13
3112,03042,03,05,07,10,15,20,07
3113,03041,02,03,17,18,24,25,11
3114,03040,04,05,06,12,14,23,16
3115,03039,03,05,23,24,27,32,03
3116,03038,05,07,08,24,25,27,16
3117,03037,09,14,17,18,26,32,07
3118,03036,07,21,24,25,27,28,15
3119,03035,03,04,05,08,10,11,08
3120,03034,08,13,14,16,23,25,14
3121,03033,01,07,14,20,27,30,10
3122,03032,04,11,25,27,29,30,13
3123,03031,11,17,20,22,28,32,01
3124,03030,02,06,13,14,23,27,07
3125,03029,02,07,15,26,29,32,10
3126,03028,06,13,16,20,28,32,07
3127,03027,01,11,14,17,27,28,15
3128,03026,08,13,15,26,29,31,16
3129,03025,01,05,11,13,14,27,12
3130,03024,02,07,15,17,22,30,14
3131,03023,01,10,20,22,26,31,02
3132,03022,02,07,11,12,14,32,08
3133,03021,14,15,18,25,26,30,01
3134,03020,07,10,25,26,27,32,04
3135,03019,04,08,12,13,16,33,09
3136,03018,05,16,19,20,25,28,13
3137,03017,05,08,18,23,25,31,06
3138,03016,11,17,28,30,31,33,06
3139,03015,04,11,19,25,26,32,13
3140,03014,03,05,07,08,21,31,02
3141,03013,08,13,17,21,23,32,12
3142,03012,02,12,16,17,27,30,12
3143,03011,04,05,11,12,30,32,15
3144,03010,01,02,08,13,17,24,13
3145,03009,05,09,18,20,22,30,09
3146,03008,05,08,09,14,17,23,08
3147,03007,01,09,19,21,23,26,07
3148,03006,01,03,10,21,26,27,06
3149,03005,04,06,15,17,30,31,16
3150,03004,04,06,07,10,13,25,03
3151,03003,01,07,10,23,28,32,16
3152,03002,04,09,19,20,21,26,12
3153,03001,10,11,12,13,26,28,11
