,期数,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2
2131,10033,12,19,28,29,30,05,08
2132,10032,13,16,23,24,33,07,11
2133,10031,05,13,16,17,35,06,08
2134,10030,10,12,19,32,35,02,07
2135,10029,21,22,33,34,35,03,04
2136,10028,01,02,07,20,35,01,03
2137,10027,05,23,26,32,34,02,09
2138,10026,05,23,25,31,35,07,10
2139,10025,09,11,13,14,25,01,07
2140,10024,03,14,19,24,25,04,11
2141,10023,11,13,29,32,33,02,08
2142,10022,02,11,13,14,25,02,05
2143,10021,11,20,23,24,25,07,09
2144,10020,08,18,26,32,33,01,06
2145,10019,03,11,19,26,27,02,09
2146,10018,03,10,26,32,33,04,12
2147,10017,13,21,23,27,34,09,12
2148,10016,10,12,20,23,32,04,10
2149,10015,03,10,14,18,28,08,10
2150,10014,18,19,30,33,35,02,04
2151,10013,18,21,22,26,34,09,12
2152,10012,20,24,30,31,33,05,12
2153,10011,02,03,11,27,32,08,11
2154,10010,15,22,24,32,35,02,09
2155,10009,02,05,13,27,32,03,11
2156,10008,11,23,25,31,32,05,11
2157,10007,07,23,26,29,32,08,11
2158,10006,03,13,19,30,34,02,05
2159,10005,04,17,19,22,30,02,03
2160,10004,03,06,21,24,34,04,06
2161,10003,05,14,23,27,30,02,08
2162,10002,04,23,25,26,30,07,10
2163,10001,02,06,07,12,27,02,08
2164,09153,21,22,30,32,34,03,07
2165,09152,01,23,29,30,32,07,12
2166,09151,03,08,14,30,31,04,09
2167,09150,04,11,18,25,34,05,07
2168,09149,01,03,10,12,20,02,07
2169,09148,02,04,13,14,33,01,09
2170,09147,06,12,18,22,29,05,08
2171,09146,11,17,23,24,25,03,06
2172,09145,05,11,14,22,35,03,10
2173,09144,18,26,32,33,34,04,06
2174,09143,01,09,10,11,22,01,12
2175,09142,05,06,13,24,31,03,11
2176,09141,13,14,21,30,33,02,08
2177,09140,07,08,19,26,30,01,12
2178,09139,14,16,20,22,32,05,09
2179,09138,03,04,14,28,32,09,10
2180,09137,12,28,29,30,34,01,09
2181,09136,07,13,23,24,29,06,10
2182,09135,06,08,15,20,32,05,06
2183,09134,02,16,19,28,33,07,11
2184,09133,01,08,24,27,34,10,11
2185,09132,02,10,12,15,28,04,07
2186,09131,02,03,08,33,34,03,11
2187,09130,09,14,25,32,34,02,08
2188,09129,02,10,18,32,33,03,08
2189,09128,06,21,28,32,34,04,07
2190,09127,05,09,27,32,34,05,08
2191,09126,14,23,27,28,33,08,12
2192,09125,08,20,23,29,31,02,11
2193,09124,01,03,14,32,35,07,11
2194,09123,10,21,28,29,32,06,10
2195,09122,01,02,11,31,33,05,06
2196,09121,04,05,08,11,22,02,10
2197,09120,11,23,27,28,32,02,05
2198,09119,03,12,22,23,28,04,12
2199,09118,10,17,18,21,34,05,11
2200,09117,07,21,29,31,33,09,10
2201,09116,12,15,23,30,33,09,12
2202,09115,01,02,06,08,26,05,12
2203,09114,02,08,25,29,33,03,07
2204,09113,03,04,10,18,27,06,08
2205,09112,02,08,12,34,35,04,05
2206,09111,04,11,13,19,35,10,12
2207,09110,22,28,30,31,34,07,09
2208,09109,02,11,13,26,35,06,10
2209,09108,01,09,14,29,30,07,10
2210,09107,11,12,33,34,35,01,10
2211,09106,11,21,22,25,34,06,09
2212,09105,01,25,26,34,35,06,11
2213,09104,15,25,29,32,33,10,11
2214,09103,16,20,28,32,33,01,02
2215,09102,11,13,29,32,35,10,12
2216,09101,02,10,14,22,26,04,09
2217,09100,16,20,25,29,33,01,08
2218,09099,03,09,21,23,33,06,10
2219,09098,11,17,19,25,26,02,10
2220,09097,06,13,14,22,25,01,04
2221,09096,07,12,28,32,33,01,03
2222,09095,08,18,24,30,33,01,06
2223,09094,01,05,21,23,29,05,12
2224,09093,07,09,22,30,33,09,11
2225,09092,10,21,22,27,29,08,12
2226,09091,01,05,17,32,34,03,07
2227,09090,18,25,30,33,34,04,10
2228,09089,03,06,11,19,27,02,07
2229,09088,13,16,27,32,34,03,09
2230,09087,10,24,28,30,33,01,10
2231,09086,01,02,07,26,29,10,12
2232,09085,06,13,27,33,34,09,12
2233,09084,05,09,19,26,35,02,10
2234,09083,02,05,28,34,35,01,07
2235,09082,05,11,26,29,32,08,11
2236,09081,02,15,20,25,33,03,06
2237,09080,07,16,19,29,35,02,11
2238,09079,01,02,07,13,34,04,10
2239,09078,11,23,26,31,34,05,11
2240,09077,07,20,28,32,34,06,08
2241,09076,03,09,11,18,24,04,05
2242,09075,01,07,11,32,33,09,11
2243,09074,15,17,19,23,32,01,11
2244,09073,01,10,19,21,30,01,04
2245,09072,23,26,29,32,33,05,10
2246,09071,04,20,29,30,33,02,11
2247,09070,10,21,24,30,31,03,10
2248,09069,14,16,27,30,33,08,12
2249,09068,02,12,15,20,28,01,12
2250,09067,03,06,25,28,32,02,05
2251,09066,01,08,19,24,31,06,12
2252,09065,01,12,24,27,32,02,11
2253,09064,06,10,11,17,34,11,12
2254,09063,05,06,18,21,22,01,07
2255,09062,04,22,23,29,31,05,11
2256,09061,02,10,21,26,34,02,10
2257,09060,18,28,29,30,31,04,08
2258,09059,02,13,14,29,33,04,11
2259,09058,08,10,14,27,32,02,07
2260,09057,06,15,22,27,30,02,09
2261,09056,04,13,17,32,35,03,06
2262,09055,05,08,14,23,24,05,06
2263,09054,02,12,19,29,30,07,12
2264,09053,05,09,24,31,33,05,06
2265,09052,23,24,30,34,35,01,03
2266,09051,03,11,22,26,29,05,12
2267,09050,05,15,28,32,33,08,09
2268,09049,05,16,28,29,34,11,12
2269,09048,05,06,22,25,27,11,12
2270,09047,13,18,21,24,29,03,06
2271,09046,01,09,24,34,35,04,09
2272,09045,01,09,14,24,35,06,09
2273,09044,01,07,18,29,34,03,09
2274,09043,05,21,22,32,35,02,05
2275,09042,11,24,25,26,31,02,07
2276,09041,05,09,20,23,29,04,10
2277,09040,03,16,30,32,33,01,10
2278,09039,01,03,07,10,33,03,04
2279,09038,06,17,20,29,32,04,05
2280,09037,17,18,19,25,31,01,11
2281,09036,02,12,26,31,33,09,10
2282,09035,03,07,09,28,33,03,08
2283,09034,05,19,31,32,35,04,09
2284,09033,02,08,18,21,32,08,11
2285,09032,04,12,20,26,29,06,10
2286,09031,07,11,19,21,22,01,11
2287,09030,01,07,27,30,32,01,04
2288,09029,03,04,13,17,24,04,11
2289,09028,06,20,30,32,35,09,11
2290,09027,03,22,26,33,34,09,10
2291,09026,24,30,31,32,34,10,12
2292,09025,03,17,22,23,33,04,10
2293,09024,29,31,32,33,35,10,11
2294,09023,15,17,21,27,33,07,11
2295,09022,12,14,17,34,35,04,11
2296,09021,01,15,31,32,34,03,08
2297,09020,05,16,18,32,35,02,11
2298,09019,04,29,31,32,35,04,10
2299,09018,01,06,13,28,29,03,09
2300,09017,05,11,23,26,33,04,12
2301,09016,10,11,20,26,27,09,11
2302,09015,01,05,10,16,27,03,04
2303,09014,08,14,15,25,26,07,09
2304,09013,05,24,26,30,35,05,12
2305,09012,02,05,20,25,31,10,12
2306,09011,02,11,13,14,21,02,04
2307,09010,02,09,12,21,29,07,11
2308,09009,12,18,23,26,32,06,09
2309,09008,04,17,21,29,31,02,12
2310,09007,06,14,15,29,35,06,11
2311,09006,02,04,22,31,35,09,12
2312,09005,10,11,15,31,32,05,08
2313,09004,01,03,22,32,35,06,10
2314,09003,16,18,23,30,32,02,11
2315,09002,01,04,07,12,30,05,10
2316,09001,01,15,23,27,30,04,10
2317,08154,05,07,10,29,32,04,06
2318,08153,02,04,06,25,26,02,05
2319,08152,03,05,14,20,33,07,11
2320,08151,07,10,27,31,34,08,09
2321,08150,01,09,10,15,25,03,08
2322,08149,02,05,06,27,29,03,04
2323,08148,03,07,20,33,35,04,07
2324,08147,16,18,19,24,35,11,12
2325,08146,09,23,24,26,33,07,12
2326,08145,05,16,27,29,30,05,11
2327,08144,10,19,27,28,33,05,12
2328,08143,01,02,22,29,32,01,04
2329,08142,06,18,21,30,35,08,09
2330,08141,09,15,18,30,34,04,05
2331,08140,02,09,11,29,32,08,09
2332,08139,01,06,10,14,22,06,08
2333,08138,04,05,18,22,35,07,08
2334,08137,01,10,25,32,35,05,09
2335,08136,03,28,29,32,34,01,06
2336,08135,07,22,25,29,33,01,12
2337,08134,11,13,15,28,35,08,10
2338,08133,10,12,15,33,35,03,09
2339,08132,06,14,24,27,29,05,09
2340,08131,08,09,12,21,32,07,11
2341,08130,03,05,22,29,34,07,12
2342,08129,13,16,20,25,27,04,05
2343,08128,12,15,23,24,25,10,11
2344,08127,08,21,22,31,33,01,07
2345,08126,09,29,32,34,35,01,08
2346,08125,01,04,28,33,34,06,11
2347,08124,02,10,13,29,33,06,10
2348,08123,01,06,12,28,31,08,09
2349,08122,03,06,12,20,29,09,12
2350,08121,11,23,24,32,35,04,10
2351,08120,21,23,24,25,32,03,04
2352,08119,01,02,10,19,27,01,11
2353,08118,06,09,19,25,30,06,12
2354,08117,13,23,24,25,30,02,08
2355,08116,06,08,15,24,31,01,03
2356,08115,07,09,19,21,33,07,10
2357,08114,02,03,22,27,31,06,07
2358,08113,11,14,17,19,22,01,08
2359,08112,04,18,26,32,33,05,08
2360,08111,02,11,12,14,19,05,09
2361,08110,05,16,25,27,33,04,09
2362,08109,01,10,18,28,34,05,08
2363,08108,11,16,24,29,32,09,11
2364,08107,01,02,13,15,16,04,09
2365,08106,03,05,21,28,33,02,06
2366,08105,12,21,22,26,35,04,05
2367,08104,07,08,10,24,34,08,11
2368,08103,02,11,22,30,34,04,09
2369,08102,05,25,26,29,35,03,10
2370,08101,10,13,23,31,33,04,11
2371,08100,12,20,26,29,30,02,06
2372,08099,03,18,23,25,30,06,10
2373,08098,07,10,22,27,33,04,08
2374,08097,01,10,31,33,35,03,10
2375,08096,06,07,12,25,28,02,12
2376,08095,03,04,11,21,25,01,07
2377,08094,07,12,19,27,34,11,12
2378,08093,06,07,10,24,30,05,08
2379,08092,03,23,26,32,34,04,09
2380,08091,09,13,19,22,25,04,10
2381,08090,04,11,18,33,34,02,06
2382,08089,08,13,24,32,33,03,09
2383,08088,07,11,19,27,31,02,03
2384,08087,14,22,32,33,35,01,05
2385,08086,01,06,10,22,35,03,07
2386,08085,03,07,13,15,19,02,10
2387,08084,02,17,20,22,25,05,11
2388,08083,06,14,15,30,31,03,10
2389,08082,15,19,29,33,35,01,02
2390,08081,07,08,20,22,29,04,07
2391,08080,06,09,29,31,33,05,11
2392,08079,20,23,26,32,33,05,12
2393,08078,08,17,20,28,31,07,11
2394,08077,01,08,21,33,34,05,07
2395,08076,03,05,10,27,34,01,12
2396,08075,01,10,13,30,33,06,07
2397,08074,10,13,22,31,35,04,12
2398,08073,02,05,06,07,31,08,10
2399,08072,10,25,32,33,34,03,09
2400,08071,01,05,11,14,25,01,09
2401,08070,09,17,18,21,31,01,05
2402,08069,05,13,16,29,33,06,08
2403,08068,06,09,11,33,34,06,10
2404,08067,03,10,14,15,22,04,07
2405,08066,02,07,21,22,25,04,12
2406,08065,19,22,23,25,32,06,12
2407,08064,14,18,24,27,31,06,07
2408,08063,07,11,24,30,35,06,08
2409,08062,01,15,27,28,29,03,10
2410,08061,07,10,14,19,32,03,06
2411,08060,03,13,17,23,30,01,11
2412,08059,07,13,21,25,31,08,10
2413,08058,03,09,11,29,33,03,12
2414,08057,05,08,09,17,33,05,06
2415,08056,15,19,25,30,31,03,09
2416,08055,02,14,28,30,35,04,12
2417,08054,05,14,23,31,35,02,06
2418,08053,01,13,21,23,32,03,06
2419,08052,03,18,19,30,35,05,09
2420,08051,01,07,09,11,33,03,11
2421,08050,01,05,11,26,27,03,07
2422,08049,01,11,14,28,30,03,10
2423,08048,01,13,22,25,27,02,10
2424,08047,12,18,22,23,30,06,12
2425,08046,11,25,26,27,35,07,08
2426,08045,14,32,33,34,35,02,04
2427,08044,02,21,23,27,32,10,11
2428,08043,05,08,10,31,33,02,04
2429,08042,05,10,13,32,35,04,05
2430,08041,07,17,21,22,28,05,10
2431,08040,04,08,19,22,29,08,11
2432,08039,07,11,15,27,35,04,07
2433,08038,12,13,19,32,33,02,10
2434,08037,11,20,24,31,35,04,10
2435,08036,09,19,22,30,32,01,10
2436,08035,02,12,13,29,30,05,07
2437,08034,06,07,18,34,35,05,10
2438,08033,03,10,21,23,30,01,09
2439,08032,03,09,19,27,33,09,10
2440,08031,14,20,23,27,28,02,04
2441,08030,03,21,23,26,35,05,08
2442,08029,06,11,18,29,30,04,11
2443,08028,03,11,17,19,26,07,12
2444,08027,05,17,23,31,32,04,08
2445,08026,01,21,22,24,25,08,10
2446,08025,06,10,12,15,28,04,12
2447,08024,08,12,17,20,30,01,02
2448,08023,06,26,31,32,34,07,10
2449,08022,09,12,13,25,31,08,10
2450,08021,05,10,13,21,24,04,09
2451,08020,04,05,15,17,33,04,08
2452,08019,08,24,25,29,31,04,05
2453,08018,03,06,07,11,30,02,03
2454,08017,02,14,25,29,32,01,06
2455,08016,08,10,11,17,19,06,09
2456,08015,09,18,20,27,33,06,09
2457,08014,04,07,10,28,34,01,06
2458,08013,01,11,19,22,35,05,09
2459,08012,02,10,29,32,35,02,03
2460,08011,14,20,22,24,27,07,10
2461,08010,06,23,24,27,29,06,08
2462,08009,04,08,12,24,30,05,08
2463,08008,02,06,08,17,32,08,09
2464,08007,03,04,05,12,28,03,12
2465,08006,10,12,26,29,34,05,07
2466,08005,18,25,29,31,34,09,10
2467,08004,09,22,24,31,33,08,09
2468,08003,01,11,13,32,35,02,07
2469,08002,01,12,24,31,32,10,12
2470,08001,01,02,11,34,35,03,10
2471,07093,06,08,16,25,27,08,12
2472,07092,06,19,27,28,29,06,10
2473,07091,07,12,26,31,32,03,08
2474,07090,04,20,24,31,33,09,12
2475,07089,08,13,24,30,34,01,12
2476,07088,17,18,21,23,33,06,10
2477,07087,08,18,30,31,33,04,09
2478,07086,14,18,19,26,28,03,09
2479,07085,17,24,28,29,33,02,05
2480,07084,05,11,18,29,34,10,11
2481,07083,01,05,20,21,24,03,04
2482,07082,03,05,14,33,34,07,08
2483,07081,06,18,20,22,35,04,09
2484,07080,01,15,20,25,27,05,10
2485,07079,06,09,25,26,31,02,08
2486,07078,09,12,14,22,23,01,02
2487,07077,04,06,12,13,24,01,04
2488,07076,02,09,12,15,31,09,10
2489,07075,05,11,20,30,32,07,11
2490,07074,16,17,23,24,31,05,10
2491,07073,04,05,09,12,23,02,11
2492,07072,21,24,26,27,33,01,05
2493,07071,10,22,32,33,35,01,07
2494,07070,07,26,29,30,35,03,04
2495,07069,02,13,16,21,35,01,05
2496,07068,04,09,13,14,33,06,10
2497,07067,11,18,25,30,31,04,09
2498,07066,04,07,08,19,24,07,12
2499,07065,19,20,24,29,31,09,10
2500,07064,02,16,32,33,35,05,10
2501,07063,10,31,33,34,35,07,12
2502,07062,01,04,10,14,29,11,12
2503,07061,02,10,19,28,29,02,09
2504,07060,12,13,29,30,31,04,07
2505,07059,04,15,23,31,33,03,09
2506,07058,08,21,25,28,33,02,06
2507,07057,14,16,30,32,35,06,07
2508,07056,04,11,17,20,21,05,09
2509,07055,10,16,24,31,33,07,10
2510,07054,04,10,19,29,34,03,06
2511,07053,11,16,19,21,25,01,10
2512,07052,01,14,29,32,33,05,10
2513,07051,03,07,24,28,35,08,11
2514,07050,13,21,22,30,35,01,11
2515,07049,09,10,15,17,32,04,06
2516,07048,08,25,26,29,35,06,08
2517,07047,01,06,15,19,35,02,09
2518,07046,04,16,18,23,30,01,10
2519,07045,09,16,20,26,35,11,12
2520,07044,04,05,07,12,26,01,10
2521,07043,04,09,22,24,31,02,06
2522,07042,07,10,22,31,35,05,06
2523,07041,03,16,17,22,35,01,08
2524,07040,05,21,25,28,35,01,04
2525,07039,10,11,20,21,35,07,11
2526,07038,06,21,25,27,32,08,09
2527,07037,01,06,07,17,31,11,12
2528,07036,15,18,21,27,34,01,02
2529,07035,07,11,16,31,32,01,12
2530,07034,06,08,11,13,22,02,11
2531,07033,01,05,08,14,22,03,12
2532,07032,01,13,21,23,32,04,11
2533,07031,03,21,27,31,32,06,08
2534,07030,11,14,27,33,35,02,07
2535,07029,15,22,25,29,35,09,11
2536,07028,20,26,30,34,35,03,10
2537,07027,02,03,10,19,27,06,10
2538,07026,05,09,13,33,35,01,08
2539,07025,22,24,26,27,34,02,10
2540,07024,06,16,20,25,31,04,09
2541,07023,08,10,23,32,34,08,10
2542,07022,08,10,12,23,25,03,10
2543,07021,02,04,24,29,33,01,02
2544,07020,02,06,11,12,18,05,12
2545,07019,03,06,17,22,23,04,06
2546,07018,03,04,16,23,28,06,09
2547,07017,13,14,29,32,34,03,12
2548,07016,01,14,19,24,31,03,12
2549,07015,02,08,12,13,17,11,12
2550,07014,01,02,07,29,32,06,07
2551,07013,12,17,27,29,34,06,09
2552,07012,03,12,15,29,34,07,11
2553,07011,29,32,33,34,35,09,10
2554,07010,06,08,18,29,34,09,11
2555,07009,01,03,09,19,34,09,12
2556,07008,02,08,11,21,23,04,07
2557,07007,14,16,25,26,35,04,09
2558,07006,01,16,20,23,28,03,06
2559,07005,01,09,19,20,30,02,11
2560,07004,06,10,16,17,25,02,04
2561,07003,03,04,18,23,32,01,06
2562,07002,15,22,31,34,35,05,12
2563,07001,22,24,29,31,35,04,11
